"Text","Language"
"Wọ́n tún gbà wọ́n láyè kí wọ́n pàtẹ díẹ̀ lára àwọn ìwé wọn síbi àbáwọlé ọ̀kan lára àwọn ibi ìjọsìn tó wà ní Olympic Village.","Yoruba"
"Wọ́n tún lò ó láti fi túmọ̀ àwọn Bíbélì míì lédè Sweden fún ọgọ́rùn-ún mẹ́ta (300) ọdún tó tẹ̀ lé e. Wọ́n pàtẹ Bíbélì ìpilẹ̀ṣẹ̀ Gustav Vasa ti ọdún 1541 síbi tí wọ́n ń kó nǹkan ìṣẹ̀ǹbáyé sí Ohun tó tún ṣàrà ọ̀tọ̀ nínú àtẹ náà ni Bíbélì ìpilẹ̀ṣẹ̀ 1550 Christian III ti ọdún 1550.","Yoruba"
"Wọ́n tún mú un nígbà tó pé ẹni ọdún mẹ́tàdínlọ́gọ́rin (77). Ó pẹjọ́ kòtẹ́milọ́rùn àmọ́ ilé ẹjọ́ kò gba tiẹ̀ rò, ló bá gbọ́rọ̀ náà lọ sí Ilé Ẹjọ́ Gíga Jù Lọ ní Gíríìsì.","Yoruba"
"Wọ́n tún rán ilé ẹjọ́ létí pé ẹ̀yìn tí Àjọ Tó Ń Rí sí Ọ̀rọ̀ Ìlú ṣèpinnu tiwọn ni ọ̀rọ̀ ti Rọ́ṣíà wáyé, torí náà, Àjọ náà ò lè sọ pé ohun tó ṣẹlẹ̀ ní Rọ́ṣíà ló mú káwọn ṣèpinnu táwọn ṣe.","Yoruba"
"Wọ́n tún rí àwọn nǹkan tó jẹ́ kí wọ́n mọ̀ nípa ohun tá à ń gbé ṣe lóde òní, irú bíi Bíbélì Mímọ́ ti Ìtumọ̀ Ayé Tuntun tá a mú jáde lédè Kazakh lọ́dún 2014.","Yoruba"
"Wọ́n tún sọ nínú ìwé náà pé àwọn Ẹlẹ́rìí Jèhófà méjìdínlógún (18) tí wọ́n mú wulẹ̀ jẹ́ díẹ̀ “lára ọ̀pọ̀ àwọn Ẹlẹ́rìí Jèhófà tó wà ní Rọ́ṣíà, tí wọ́n fi sátìmọ́lé, tí wọ́n sì fi ẹ̀sùn kàn pé wọ́n jẹ́ ọ̀daràn, torí pé wọ́n ń lo ẹ̀tọ́ tí wọ́n ní láti máa ṣe ìsìn wọn.”","Yoruba"
"Wọ́n tún sọ pé, “kò sí ìkankan nínú [àwọn Ẹlẹ́rìí Jèhófà] tó yẹ kí wọ́n fi sátìmọ́lé, kò sì yẹ kí wọ́n gbé ìkankan nínú wọn lọ sí ilé ẹjọ́.”","Yoruba"
"Wọ́n tún ti fọwọ́ sí i pé kó máa ṣèbẹ̀wò sọ́dọ̀ Dennis ní ọgbà ẹ̀wọ̀n.","Yoruba"
"Wọ́n tún ti kọ̀wé sí Àjọ Ìṣọ̀kan Àgbáyé Tó Ń Gbógun Ti Fífini Sátìmọ́lé Lọ́nà Tí Kò Bójú Mu.","Yoruba"
"Wọ́n tún ṣàtúnṣe sí ọgọ́rùn-ún márùn-ún ó lé méjì (502) ilé àti Gbọ̀ngàn Ìjọba mẹ́tàléláàádọ́ta (53).","Yoruba"
"Wọ́n tún ṣèbẹ̀wò sọ́dọ̀ àwọn tó pàdánù ilé wọn sínú ìjàǹbá yẹn.","Yoruba"
"Wọ́n tún ṣètò láti ṣèrànwọ́ fáwọn ará nípa tẹ̀mí, kí wọ́n sì ṣèbẹ̀wò olùṣọ́ àgùntàn sọ́dọ̀ wọn.","Yoruba"
"Wọ́n tọ́jú arábìnrin wa tó fara pa yìí nílé ìwòsàn, ara rẹ̀ sì ti ń balẹ̀ báyìí.","Yoruba"
"Wọ́n wà létòletò, wọ́n sì mọ́ nǹkan ṣe.","Yoruba"
"Wọ́n wá mú Bíbélì Ìtumọ̀ Ayé Tuntun tá a tún ṣe jáde ní ẹ̀dà mẹ́ta ọ̀tọ̀ọ̀tọ̀.","Yoruba"
"Wọ́n á fún Dennis láyè láti gbèjà ara rẹ̀ níwájú àwọn adájọ́, lẹ́yìn ìyẹn, àwọn adájọ́ náà á foríkorí kí wọ́n lè ṣèpinnu.","Yoruba"
"Wọ́n ń bá iṣẹ́ wọn lọ bí olùjọsìn tó wà láyè ara ẹ̀.","Yoruba"
"Wọ́n ń bá wọn tún àyíká wọn ṣe, wọ́n ń pèsè àwọn oògùn tó ń pa kòkòrò, wọ́n sì ń tún àwọn ilé wọn tó bà jẹ́ ṣe.","Yoruba"
"Wọ́n ń bójú tó ohun táwọn ará nílò nípa tara àti nípa tẹ̀mí, wọ́n sì ń pèsè ìtùnú fáwọn tí àjálù náà bá.​","Yoruba"
"Wọ́n ń fọ̀rọ̀ wá Hong Dae-il, tó jẹ́ agbẹnusọ fáwọn Ẹlẹ́rìí Jèhófà ní Korea lẹ́nu wò níwájú ìta ilé ẹjọ́ náà lẹ́yìn tí ilé ẹjọ́ ṣèpinnu Iṣẹ́ Ilé Ẹjọ́ Tó Ń Rí Sọ́ràn Ẹ̀tọ́ Ọmọnìyàn ni kí wọ́n máa wò ó bóyá òfin kan bá Òfin Ilẹ̀ Korea mu àbí ó ta kò ó. Bó tiẹ̀ jẹ́ pé ẹ̀ẹ̀mejì (ìyẹn lọ́dún 2004 àti 2011) ni ilé ẹjọ́ yìí ti fọwọ́ sí i pé Ìlànà Iṣẹ́ Ológun bá òfin ilẹ̀ náà mu, àwọn náà ti wá gbà báyìí pé ó yẹ kí àtúnṣe bá a. Ilé Ẹjọ́ náà pàṣẹ pé kí ìjọba South Korea tún òfin náà ṣe, kó lè ṣètò iṣẹ́ àṣesìnlú míì tó jẹ́ àfidípò tó bá fi máa di ìparí ọdún 2019.","Yoruba"
"Wọ́n ń gbèrò láti ra ọkàn nínú àwọn ìwe mi, mo ní ìpàdé pẹ̀lú wọn ní ọ̀la, owó ńlá dẹ̀ ni","Yoruba"
"Wọ́n ń jí àwọn ènìyàn gbé, níbi tí epo ti ń wá, epo tó ṣe wí pé nígbà mìíràn mo rò wí pé ó ti sínwa níwín.","Yoruba"
"Wọ́n ń pe gbẹ́nàgbẹ́nà ẹyẹ àkókó ń yọjú.","Yoruba"
"Wọ́n ń wàásù fún àwọn èèyàn tó fẹ́rẹ̀ẹ́ tó mílíọ̀nù kan àtààbọ̀ tó ń sọ èdè Kwanyama ní orílẹ̀-èdè Àǹgólà àti Nàmíbíà.","Yoruba"
"Wọ́n ń yẹ ẹ̀yìn ọkọ̀ rẹ̀ wò","Yoruba"
"Wọ́n ṣe ìforúkọsílẹ̀ rẹ̀, MHRA -- àti àmi CE, fún àwọn tí ò mọ̀, fún ilẹ̀ Europe, ó ṣe déédé pẹ̀lú FDA ní orílẹ̀-ède US.","Yoruba"
"Wọ́n ṣe ìpàdé náà ní ìpínlẹ̀ Chiapas, Morelos, Oaxaca, àti Puebla, kódà wọ́n tún ṣe é ní ìlú  City.","Yoruba"
"Wọ́n ṣètò báwọn èèyàn ṣe máa lọ síbi tí wọ́n ń ko àwọn nǹkan ìṣẹ̀ǹbáyé sí, àwọn ilé ńlá ayé àtijọ́ àti bí wọ́n ṣe máa lọ wo lára òkè Carpathian tó jẹ́ àwòṣífìlà.","Yoruba"
"Wọ́n Ṣì Ń Kó Ọ̀pọ̀ Àwọn Ará Wa, Wọ́n sì Ń Fi Wọ́n sí Àtìmọ́lé ní Rọ́ṣíà","Yoruba"
"Wọ́n “Sọdá Wá sí Makedóníà” fún Àkànṣe Ìwàásù","Yoruba"
"Yan gbogbo ohun tí ó wà ní ojú ewé","Yoruba"
"Yan gbogbo àwọn ìdáhùn tí ó tọ́:","Yoruba"
"Yan ohun gbogbo ní ojú ewé","Yoruba"
"Yan ohun-èlò tí o fẹ́ kí ó jẹ́ alábàáṣepọ̀ pẹ̀lú aṣàmúlò rẹ tuntun:","Yoruba"
"Yan ohun-èlò tí ó ní aṣàmúlò rẹ","Yoruba"
"Yan ojúlé ìsopọ̀","Yoruba"
"Yan olúkúlùkù àwọn akẹ́kọ̀ọ́","Yoruba"
"Yan ìdáhùn 1:","Yoruba"
"Yan ìdáhùn 1:","Yoruba"
"Yan ọ̀rọ̀-ìfiwọlé tó lágbára àti, b'ó bá ṣe é ṣe, lo ìfẹ̀rílàdí-ọlọ́nàméjì.","Yoruba"
"Yaroslav Sivulskiy, tó jẹ́ aṣojú Àjọ European Association of Jehovah’s Witnesses, sọ pé: “Bó tiẹ̀ jẹ́ pé a ò gbà pé a jẹ̀bi ẹ̀sùn náà, àmọ́ inú wa dùn pé Valeriy máa lè pa dà sílé.”","Yoruba"
"Yobo gba ikọ̀ ọ̀hún níyànjú láti má ṣe jáyà fún ikọ̀ akẹẹgbẹ́ wọn kankan tí wọn yóò jọ máa figagbága, tí ń ṣe Croatia, Argentina àti Iceland.","Yoruba"
"Yobo wá yànàná ìdojúkọ tí ikọ̀ ọ̀hún kojú ní ẹ̀ka agbábọ́ọ̀lù aṣólé, pé ikọ̀ náà yóò la ìdojúkọ ọ̀hún kọjá tí wọn yóò sì fakọyọ lórílẹ̀-èdè Russia.","Yoruba"
"Yàrá ìgbàlódé ohun mímu àdàlùu East Nashville yìí máa ń ṣe ohun-mimu àrà ọ̀tọ̀ nípa lílo àwọn èròjà tí àkókò-kan-nínú-ọdún, pẹ̀lú ọtí wàìnì tí a pọn lẹ́nu ẹ̀rọ, àwọn àwo kéékèèké tí ò lẹ́lẹ́gbẹ́ àti pátákó ẹran-tútù-sísè.","Yoruba"
"Yàtọ̀ sáwọn yẹn, àwọn ilé tó bàjẹ́ tí wọ́n fẹ́ tún ṣe tó ẹgbẹ̀rún kan àti mọ́kàndínlógójì [1,039], Gbọ̀ngàn Ìjọba tó tó ọgọ́rùn kan ó lé mẹ́jọ [108] àti Gbọ̀ngàn Àpéjọ mẹ́ta.","Yoruba"
"Yàtọ̀ sáwọn ẹ̀rọ téèyàn lè mú dání, Ẹ̀ka Ìṣẹ̀ǹbáyé tún ṣètò ohun tá a lè pè ní tẹlifíṣọ̀n gàdàgbà mẹ́rìnlá míì tó ń ṣàgbéyọ àwọn ohun ìṣẹ̀ǹbáyé náà, tó sì ń ṣàlàyé wọn lédè ASL.","Yoruba"
"Yàtọ̀ sí arábìnrin wa, afẹ̀míṣòfò yẹn tún pa obìnrin kan, ó sì ṣe èèyàn mẹ́jọ léṣe ní gbàgede ọjà ìlú Turku tó wà ní etíkun orílẹ̀-èdè Finland.","Yoruba"
"Yàtọ̀ sí Arákùnrin Moskalenko, àwọn arákùnrin wa méje míì wà ní ìlú Khabarovsk tó ń retí ìgbà tí wọ́n máa dá ẹjọ́ ẹ̀sùn ìwà ọ̀daràn tí wọ́n fi kàn wọ́n.","Yoruba"
"Yàtọ̀ sí Dennis Christensen tó jẹ́ ọmọ ilẹ̀ Denmark, Arákùnrin Oniszczuk ló máa jẹ́ ẹnì kejì tó wá láti orílẹ̀-èdè míì táwọn aláṣẹ Rọ́ṣíà máa mú sílẹ̀ ní Rọ́ṣíà torí ohun tó gbà gbọ́ gẹ́gẹ́ bíi Kristẹni.","Yoruba"
"Yàtọ̀ sí fídíò yẹn, àwọn arákùnrin yẹn ti ń ṣètò bí wọ́n ṣe máa fi ìkésíni Ìrántí Ikú Kristi ránṣẹ́ sí alábòójútó ọgbà ẹ̀wọ̀n náà kó lè fún àwọn ẹlẹ́wọ̀n tàbí kó lẹ̀ ẹ́ sójú pátákó fún wọn.","Yoruba"
"Yàtọ̀ sí gbogbo ètò tí wọ́n ṣe láti gbàlejò àwọn tó máa wá sí àpéjọ náà, pápá ìṣeré tí wọ́n fẹ́ lò nílò àtúnṣe tó pọ̀.","Yoruba"
"Yàtọ̀ sí wàhálà ti pé wọ́n sọ Arákùnrin Khakimov sẹ́wọ̀n lọ́nà àìtọ́, àìsàn ẹ̀jẹ̀ ríru ń bá a fínra, èyí tó ṣì ń gba ìtọ́jú rẹ̀ lọ́wọ́.","Yoruba"
"Yàtọ̀ sí àwọn àmì-ẹ̀yẹ tí a gbà, ó mọ níwọ̀n wọ́n sì fi ọwọ́ rẹ̀ sànyà.","Yoruba"
"Yàtọ̀ sí àwọn àsọyé Bíbélì tí wọ́n sọ ní àpéjọ náà, wọ́n mú àwọn àlejò lọ wo oríṣiríṣi ibi, wọ́n sì ṣe àwọn nǹkan lóríṣiríṣi tó jẹ mọ́ àṣà ìbílẹ̀ Siri Láńkà.","Yoruba"
"Yàtọ̀ sí àwọn àsọyé tó dá lórí Bíbélì tí wọ́n gbọ́, àwọn tó wá láti orílẹ̀-èdè míì gbádùn bí àwọn ará Jọ́jíà ṣe ṣàfihàn àṣà ìbílẹ̀ wọn.","Yoruba"
"Yàtọ̀ sí àwọn Ẹlẹ́rìí Jèhófà, kò sí àwùjọ ẹ̀sìn náà táwọn ọmọ ìjọ rẹ̀ tíì fẹ̀mí ara wọn lélẹ̀ tó báyìí rí nítorí ohun tí wọ́n gbà gbọ́.","Yoruba"
"Yàtọ̀ sí èyí, kì í ṣe ọmọ orílẹ̀-èdè Nàìjíríà lásán","Yoruba"
"Yàtọ̀ sí ìyẹn, èdè Sípáníìṣì tí à ń sọ báyìí ti yàtọ̀ pátápátá sí bí àwọn èèyàn ṣe ń sọ ọ́ lọ́pọ̀ ọdún sẹ́yìn.”","Yoruba"
"Yàtọ̀ síyẹn ilé mẹ́fà àwọn ará wa ló bà jẹ́ pátápátá, ilé méjìdínlọ́gọ́rùn-ún (98) àti Gbọ̀ngàn Ìjọba méjìlá sì bà jẹ́.","Yoruba"
"Yàtọ̀ síyẹn, arákùnrin wa kan tó jẹ́ ọmọ ọdún mẹ́tàdínlógún (17) bómi lọ níbi tó ti fẹ́ ran ará àdúgbò rẹ̀ lọ́wọ́.","Yoruba"
"Yàtọ̀ síyẹn, Gbọ̀ngàn Ìjọba mẹ́ẹ̀ẹ́dógún (15) ló bà jẹ́.","Yoruba"
"Yàtọ̀ síyẹn, ilé mẹ́jọ àwọn ará wa bà jẹ́ gan-an, ilé mẹ́rìnlélọ́gbọ̀n (34) míì sì bà jẹ́ díẹ̀.","Yoruba"
"Yàtọ̀ síyẹn, ilé mẹ́rin tó jẹ́ tàwọn Ẹlẹ́rìí Jèhófà ló bà jẹ́ gan-an, ilé kan tiẹ̀ wà tó bà jẹ́ kọjá àtúnṣe.","Yoruba"
"Yàtọ̀ síyẹn, ilé tí àwọn kan lára àwọn atúmọ̀ èdè ń gbé bà jẹ́ gan-an, torí náà wọ́n ní láti kúrò ní ilé yẹn.","Yoruba"
"Yàtọ̀ síyẹn, ilé àwọn ará méjìlélọ́gọ́rin (82) ni ìjì náà bà jẹ́.","Yoruba"
"Yàtọ̀ síyẹn, ilé àwọn arákùnrin wa mọ́kàndínlọ́gbọ̀n [29] ló ti bàjẹ́ pátápátá.","Yoruba"
"Yàtọ̀ síyẹn, ilé àwọn arákùnrin wa tó bà jẹ́ lé ní àádọ́ta (50).","Yoruba"
"Yàtọ̀ síyẹn, Ilé ẹjọ́ náà tẹnu mọ́ ọn pé ó bófin mu lórílẹ̀-èdè Ítálì kí aláìsàn kan yan ẹni tó máa ṣojú fúnni lórí ọ̀rọ̀ ìtọ́jú ìṣègùn tó bá ṣẹlẹ̀ pé aláìsàn náà dákú gbọnrangandan tàbí kò lè sọ̀rọ̀ mọ́.","Yoruba"
"Yàtọ̀ síyẹn, ilé ẹjọ́ sọ pé lẹ́yìn tí gbogbo wọn bá ṣẹ̀wọ̀n tán, wọn ò ní lé mú ipò iwájú lẹ́nu iṣẹ́ ìjọba èyíkéyìí fún odindi ọdún márùn-ún.","Yoruba"
"Yàtọ̀ síyẹn, ilé Ẹlẹ́rìí Jèhófà méjì ló bà jẹ́, ilé ẹnì kan sì wà tó bà jẹ́ pátápátá.","Yoruba"
"Yàtọ̀ síyẹn, iléeṣẹ́ ìwé ìròyìn tó ń jẹ́ Ukwezi náà wà níbẹ̀ lọ́jọ́ Sunday, wọ́n sì gbé ìròyìn tó wúni lórí jáde lórí ìkànnì wọn.","Yoruba"
"Yàtọ̀ síyẹn, iṣẹ́ ń lọ lórí àtúnṣe àwọn ilé àti Gbọ̀ngàn Ìjọba tó bà jẹ́.","Yoruba"
"Yàtọ̀ síyẹn, mẹ́fà nínú ilé àwọn arákùnrin wa ló jóná, ilé mẹ́ta míì sì bàjẹ́.","Yoruba"
"Yàtọ̀ síyẹn, ní August 20, 2018, wọ́n gbé ẹjọ́ nípa Klimov àti ilẹ̀ Rọ́ṣíà lọ síwájú Ilé Ẹjọ́ Ẹ̀tọ́ Ọmọnìyàn ti Ilẹ̀ Yúróòpù lórí bí wọ́n ṣe ń sún àsìkò tí wọ́n fẹ́ fi gbọ́ ẹjọ́ rẹ̀ síwájú.","Yoruba"
"Yàtọ̀ síyẹn, ní báyìí, ẹgḅẹẹgbẹ̀rún àwọn ọmọ ilẹ̀ Philippines tó ń gbé láwọn ilè míì náà máa lè gbádùn gbogbo ohun tó wà nínú Bíbélì Ìtumọ̀ Ayé Tuntun láwọn èdè yìí.","Yoruba"
"Yàtọ̀ síyẹn, wọ́n tún ilé mẹ́wà kọ́ ní Guatemala.","Yoruba"
"Yàtọ̀ síyẹn, wọ́n tún ṣe ìpàdé àkànṣe kan pẹ̀lú àwọn àyíká méjì tí àjálù yẹn dé bá gan-an kí wọ́n lè fi Bíbélì tù wọ́n nínú, kí wọn sì ràn wọ́n lọ́wọ́.","Yoruba"
"Yàtọ̀ síyẹn, àwọn alàgbà náà ń sọ ohun táwọn èèyàn lè ṣe láti dáàbò bo ara wọn tí àkúnya omi bá tún ṣẹlẹ̀.","Yoruba"
"Yàtọ̀ síyẹn, àwọn alàgbà tó wà lágbègbè náà ń fi Bíbélì tu gbogbo àwọn tí àjálù náà kàn nínú.","Yoruba"
"Yàtọ̀ síyẹn, àwọn aláṣẹ fún àwọn ará wa láyè láti gbé àtẹ ìwé wọn sí Gangneung Station Square tó jẹ́ ibùdókọ̀ tó gbẹ̀yìn fún ọkọ̀ ojú irin ayára-bí-àṣá tí wọ́n ṣẹ̀ṣẹ̀ ṣe tán, tí wọ́n ń pè ní KTX Gyeonggang Line, èyí tó máa ń gbérò láti ìlú Incheon àti Seoul lọ sí Pyeongchang.","Yoruba"
"Yàtọ̀ síyẹn, àwọn ará tún ilé àwọn arákùnrin àtàwọn arábìnrin wọn ṣe, títí kan ilé àwọn aládùúgbò tí kì í ṣe Ẹlẹ́rìí Jèhófà.","Yoruba"
"Yàtọ̀ síyẹn, àwọn ará wa tún pín Bíbélì Mímọ́ ti Ìtumọ̀ Ayé Tuntun tó lé ní ọgọ́rùn-ún márùn-ún ó lé lọ́gọ́ta (560) fáwọn èèyàn ní èdè Kazakh àti Russian, àwọn èdè tí wọ́n ń sọ jù ní Kazakhstan.","Yoruba"
"Yàtọ̀ síyẹn, àwọn mẹ́rìndínlọ́gọ́rin [76] míì ni wọ́n ṣì ń wá.","Yoruba"
"Yàtọ̀ síyẹn, àwọn ìdílé Ẹlẹ́rìí Jèhófà tíye wọn jẹ́ igba ó lé márùn-ún (205) láti ìlú Bunia fi owó àti oúnjẹ ránṣẹ́, kódà wọ́n gba àwọn ará wọn sílé, bó tiẹ̀ jẹ́ pé àwọn fúnra wọn ò fi bẹ́ẹ̀ ní lọ́wọ́.","Yoruba"
"Yàtọ̀ síyẹn, àwọn ìgbà míì wà tí àwọn ará máa ṣèpàdé ní ilé àdáni, torí pé àwọn tó ń bára wọn jà ò jẹ́ kí wọ́n rọ́nà dé Gbọ̀ngàn Ìjọba.","Yoruba"
"Yàtọ̀ síyẹn, ìdílé márùn-ún ó kéré tán ló ní láti kúrò ní ilé wọn, kódà ńṣe ni ọ̀kan lára àwọn ilé náà bà jẹ́ pátápátá.","Yoruba"
"Yàtọ̀ síyẹn, ìdílé Skrynnikov náà ló ń tọ́jú àwọn òbí Nina, ìyàwó ọmọ wọn, torí wọ́n ti dàgbà gan-an.","Yoruba"
"Yàtọ̀ síyẹn, ìjì líle náà ba ilé tí arákùnrin wa kan ti ń tajà jẹ́ gan-an.","Yoruba"
"Yàtọ̀ síyẹn, ìjì náà ba ilé àwọn ará márùndínláàádọ́rin (65) jẹ́, ó sì tún bá ilé kan tá a kọ́ mọ́ Gbọ̀ngàn Ìjọba kan jẹ́.","Yoruba"
"Yàtọ̀ síyẹn, ìsọfúnni tí a gbà fi hàn pé àwọn akéde méje ló di aláìnílé mọ́.","Yoruba"
"Yàtọ̀ síyẹn, ó ba Gbọ̀ngàn Ìjọba kan jẹ́ pátápátá, ó sì tún ba mẹ́ta míì jẹ́ díẹ̀.","Yoruba"
"Yàtọ̀ síyẹn, ó ti mú kí n túbọ̀ mọyì Bíbélì, ó sì ti mú kí n túbọ̀ gbà gbọ́ pé kò sí àsọtẹ́lẹ̀ Bíbélì kan tó máa lọ láìṣẹ.”","Yoruba"
"Yàtọ̀ síyẹn, ó ti wá di dandan pé káwọn tó wà nílé ìgbìmọ̀ aṣòfin ilẹ̀ Korea dá iṣẹ́ míì téèyàn lè fi sìnlú sílẹ̀, ó pẹ́ tán December 31, 2019.","Yoruba"
"Yàtọ̀ síyẹn, ó tún ba Gbọ̀ngàn Ìjọba kan jẹ́.","Yoruba"
"Yàtọ̀ síyẹn, ó yẹ kí ìjọba orílẹ̀-èdè Rọ́ṣíà tẹ̀ lé òfin tí àwọn àjọ àgbáyé gbé kalẹ̀ tó sọ pé kò yẹ kí ẹnikẹ́ni máa fi àṣẹ ìjọba dáni lóró.","Yoruba"
"Yàtọ̀ síyẹn, ẹ ṣèlérí pé ẹ máa jẹ́ kí pápá ìṣeré yìí wà ní mímọ́ kẹ́ ẹ tó kúrò, kò sẹ́ni tó sọ bẹ́ẹ̀ rí, àfẹ̀yin nìkan.”","Yoruba"
"Yàtọ̀ síyẹn, ẹjọ́ mẹ́rin ló ṣì wà ní Ilé Ẹjọ́ Ẹ̀tọ́ Ọmọnìyàn ti Ilẹ̀ Yúróòpù lórí ọ̀rọ̀ àwọn ará wa tí ẹ̀rí ọkàn ò jẹ́ kí wọ́n ṣiṣẹ́ ológun.","Yoruba"
"Yàtọ̀ síyẹn, Ẹ̀ka Tó Ń Gbéròyìn Jáde ní ọ́fíìsì wa lórílẹ̀-èdè Ukraine pín ìwé ìkésíni fún àwọn onímọ̀ ẹ̀kọ́, àwọn oníròyìn àtàwọn aláṣẹ.","Yoruba"
"Yàtọ̀ síyẹn, ẹ̀ka ọ́fíìsì sọ pé ilé mẹ́fà àwọn ará wa ni ìjì náà bà jẹ́, ó sì wó ilé mẹ́rin míì pátápátá.","Yoruba"
"Yàtọ̀ síyẹn, ẹ̀ẹ̀mélòó kan wà tí wọ́n pe àwọn míì wá síbi tá a ti ń kẹ́kọ̀ọ́ pé kí wọ́n wá dara pọ̀ mọ́ wa, wọ́n á sì ní kí n tún ohun tá a jíròrò nígbà tá a kẹ́kọ̀ọ́ gbẹ̀yìn sọ.","Yoruba"
"Yàtọ̀ síyẹn, “kò sí ẹ̀rí kankan tó fi hàn pé òun tàbí Ẹlẹ́rìí Jèhófà èyíkéyìí lórílẹ̀-èdè Rọ́ṣíà jẹ́ oníwà ipá, wọn kì í sì í rọ àwọn míì pé kí wọ́n hùwà ipá.”","Yoruba"
"Yálà orílẹ̀-èdè Rọ́ṣíà máa ṣe ohun tí ìgbìmọ̀ WGAD ní kí wọ́n ṣe fún Arákùnrin Mikhaylov tàbí wọn ò ní ṣe bẹ́ẹ̀, ọkàn wa balẹ̀ torí Bíbélì sọ pé: “Aláyọ̀ ni ọkùnrin tí ó fi [Jèhófà] ṣe ibi ààbò.”","Yoruba"
"Yéé máa ṣe bí  ọmọ ọwọ́","Yoruba"
"Yéé sunkún","Yoruba"
"Yéé sọ fún mi pé kí n má ṣèyọnu, mo rí i rò Fẹ́mi","Yoruba"
"Yí orúkọ yàrá ìkẹ́kọ̀ọ́ pa dà","Yoruba"
"Yí po","Yoruba"
"Yíyan Irinṣẹ́ẹ̀ Rẹ","Yoruba"
"Yíyẹ́ là ń yẹ́ Òkóró sí tí à ń pè é nígi obì; obì tí ì bá so lórí ẹ̀ ní ń ya abidún.","Yoruba"
"Yíyọ́ ẹkùn, tojo kọ́; ohun tí yó jẹ ní ń wá.","Yoruba"
"Yẹ àwọn iṣẹ́ wò","Yoruba"
"Yẹ Òfin Ìlànà Ibi-ìkọ̀kọ̀ Ẹ̀rọ-alátagbà wò","Yoruba"
"Yẹ Ṣíṣe Ìdíyelé Ewuù Rẹ Wò tiwa fún àlàyé lẹ́kùnúnrẹ́rẹ́.","Yoruba"
"Yọkọlú-yọkọlú, kò ha tán bí? Ìyàwó gbọ́kọ ṣánlẹ̀, ọkọọ́ yọké.","Yoruba"
"Zenit àti Roberto Mancini fẹnu kò láti fòpin sí ìbáṣepọ̀ wọn.","Yoruba"
"Zlatan Ibrahimovic ti pinnu láti fi ikọ̀ Manchester United silẹ̀ láti dara pọ̀ mọ́ ikọ̀ agbábọ́ọ̀lù LA Galaxy.","Yoruba"
"Zubairu sọ pé “ Bí orílẹ̀ èdè Nàíjíríà àti India se ń se ayẹyẹ ọgọ́ta ọdún lórí ìbásepọ̀ wọn, tí Inidia náà sì ń se ayẹyẹ àádọ́rin ọdún tí wọn ti gba òmìnira, Nàíjíríà yóò tẹpẹlẹ mọ́ ìfọwọ́sowọ́pọ̀ pẹ̀lú India lọ́nà tí ìbásepọ̀ àwọn orílẹ̀ méjèèjì náà yóò se tún leè tẹ̀síwájú síi:","Yoruba"
"À n fọ̀tún tẹ́ní, à ń fòsì tú ṣòkòtò, obìnrín ní a kò bá òun gbọ́ tọmọ.","Yoruba"
"À Ní Láti Sọ̀rọ̀ Nípa Àjọpín, láti ọwọ́ Ryan Merkley @ Creative Commons. CC BY-SA 3.0","Yoruba"
"À ń bá a lọ láti máa gbàdúrà fún àwọn arákùnrin àtàwọn arábìnrin wa bá a ṣe ń gbé ní àkókò tó le koko yìí, ó dájú pé Jèhófà mọ “wàhálà ọkàn” wọn, á sì bójú tó wọn.—Sáàmù 31:7.","Yoruba"
"À ń fi àwọn arákùnrin àti arábìnrin wa ní Rọ́ṣíà yangàn ‘nítorí ìfaradà àti ìgbàgbọ́ wọn nínú gbogbo inúnibíni àti àwọn ìṣòro tí wọ́n ń dojú kọ.’","Yoruba"
"À ń fojú sọ́nà fún ìgbà tó jẹ́ pé “ọ̀pọ̀lọpọ̀ àlàáfíà” ló máa wà níbi gbogbo dípò àjálù.​","Yoruba"
"À ń gba òròmọ adìẹ lọ́wọ́ ikú, ó ní wọn ò jẹ́ kí òun jẹ̀ láàtàn.","Yoruba"
"À ń gba òròmọ adìẹ lọ́wọ́ ikú, ó ní wọn ò jẹ́ kí òun lo̩ jẹ̀ láàtàn.","Yoruba"
"À ń gbàdúrà fún àwọn ara wa tí ìjì líle yìí kàn àtàwọn àjálù míì tó wáyé nílẹ̀ Japan.","Yoruba"
"À ń gbàdúrà fún àwọn ará wa lórílẹ̀-èdè Philippines, à ń bẹ Jèhófà bíi ti onísáàmù tó sọ pé: “Kí Jèhófà dá ọ lóhùn ní ọjọ́ wàhálà. . . .  Kó ràn ọ́ lọ́wọ́ láti ibi mímọ́.”—Sáàmù 20:1, 2.","Yoruba"
"À ń gbàdúrà fún àwọn ará wa ní Indonéṣíà, torí a mọ̀ pé Jèhófà á máa jẹ́ “ibi ìsádi àti okun” fún wọn lásìkò wàhálà yìí.","Yoruba"
"À ń gbàdúrà fún àwọn ará wa tí nǹkan nira fún nítorí ìjì líle tó jà lẹ́nu àìpẹ́ yìí, a sì ń retí ìgbà tí ‘ẹ̀rù kankan’ ò ní bà wá mọ́.","Yoruba"
"À ń gbàdúrà fún àwọn ará wa tí àjálù yìí dé bá nílẹ̀ Japan bá a ṣe ń retí ìgbà tí Jésù máa fi agbára rẹ̀ fòpin sí gbogbo àjálù tó ń ṣẹlẹ̀ láyé pátápátá.​","Yoruba"
